repository,file_path,line_number,target_name,cache_type,is_specified_cache_keyword,cache_options,enclosing_class,enclosing_function,file_url,code_snippet
dask/dask,dask/bytes/core.py,149,fs.ukey,NOT_EXPLICIT,False,None,None,read_bytes,https://github.com/dask/dask/blob/main/dask/bytes/core.py#L149,"    for path, offset, length in zip(paths, offsets, lengths):         token = tokenize(fs_token, delimiter, path, fs.ukey(path), compression, offset)         keys = [f""read-block-{o}-{token}"" for o in offset]"
dask/dask,dask/bytes/core.py,153,OpenFile,NOT_EXPLICIT,False,None,None,read_bytes,https://github.com/dask/dask/blob/main/dask/bytes/core.py#L153,"            delayed_read(                 OpenFile(fs, path, compression=compression),                 o,"
dask/dask,dask/bytes/core.py,168,OpenFile,NOT_EXPLICIT,False,None,None,read_bytes,https://github.com/dask/dask/blob/main/dask/bytes/core.py#L168,"            sample = parse_bytes(sample)         with OpenFile(fs, paths[0], compression=compression) as f:             # read block without seek (because we start at zero)"
dask/dask,dask/bytes/core.py,194,read_block,NOT_EXPLICIT,False,None,None,read_block_from_file,https://github.com/dask/dask/blob/main/dask/bytes/core.py#L194,"            return f.read()         return read_block(f, off, bs, delimiter)"
dask/dask,dask/dataframe/dask_expr/_collection.py,5359,stringify_path,NOT_EXPLICIT,False,None,None,read_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/_collection.py#L5359,"    if not isinstance(path, str):         path = stringify_path(path) "
dask/dask,dask/dataframe/dask_expr/_collection.py,5374,filesystem.lower,NOT_EXPLICIT,False,None,None,read_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/_collection.py#L5374,"        or isinstance(filesystem, str)         and filesystem.lower() in (""arrow"", ""pyarrow"")     ):"
dask/dask,dask/dataframe/dask_expr/io/parquet.py,140,fs.equals,NOT_EXPLICIT,False,None,FragmentWrapper,pack,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L140,            fs = self._filesystem or self._fragment.filesystem             assert fs.equals(self._fragment.filesystem)             if self._filesystem_pickle_cache[0] != id(fs):
dask/dask,dask/dataframe/dask_expr/io/parquet.py,489,stringify_path,NOT_EXPLICIT,False,None,None,to_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L489,"    if hasattr(path, ""name""):         path = stringify_path(path) "
dask/dask,dask/dataframe/dask_expr/io/parquet.py,505,fs.exists,NOT_EXPLICIT,False,None,None,to_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L505,         if fs.exists(path) and fs.isdir(path):             # Check for any previous parquet ops reading from a file in the
dask/dask,dask/dataframe/dask_expr/io/parquet.py,505,fs.isdir,NOT_EXPLICIT,False,None,None,to_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L505,         if fs.exists(path) and fs.isdir(path):             # Check for any previous parquet ops reading from a file in the
dask/dask,dask/dataframe/dask_expr/io/parquet.py,520,fs.expand_path,NOT_EXPLICIT,False,None,None,to_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L520,"            if _is_local_fs(fs):                 working_dir = fs.expand_path(""."")[0]                 if path.rstrip(""/"") == working_dir.rstrip(""/""):"
dask/dask,dask/dataframe/dask_expr/io/parquet.py,527,fs.rm,NOT_EXPLICIT,False,None,None,to_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L527,"            # It's safe to clear the output directory             fs.rm(path, recursive=True) "
dask/dask,dask/dataframe/dask_expr/io/parquet.py,666,fs.invalidate_cache,NOT_EXPLICIT,False,None,None,to_parquet,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L666,    # that reading files that were just written succeeds.     fs.invalidate_cache(path) 
dask/dask,dask/dataframe/dask_expr/io/parquet.py,1023,self.fs.get_file_info,NOT_EXPLICIT,False,None,ReadParquetPyarrowFS,_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L1023,                        finfo                         for finfo in self.fs.get_file_info(dataset_selector)                         if finfo.type == pa.fs.FileType.File
dask/dask,dask/dataframe/dask_expr/io/parquet.py,1028,self.fs.get_file_info,NOT_EXPLICIT,False,None,ReadParquetPyarrowFS,_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L1028,"        except (NotADirectoryError, FileNotFoundError):             all_files = [self.fs.get_file_info(path) for path in path_normalized]         # TODO: At this point we could verify if we're dealing with a very"
dask/dask,dask/dataframe/dask_expr/io/parquet.py,1394,fs.checksum,NOT_EXPLICIT,False,None,ReadParquetFSSpec,_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L1394,"            # _collect_dataset_info             checksum.append(fs.checksum(file))         dataset_info[""checksum""] = tokenize(checksum)"
dask/dask,dask/dataframe/dask_expr/io/parquet.py,1781,fs.open,NOT_EXPLICIT,False,None,None,_read_partition_stats,https://github.com/dask/dask/blob/main/dask/dataframe/dask_expr/io/parquet.py#L1781,"            row_groups = None if piece[1] == [None] else piece[1]             with fs.open(path, default_cache=""none"") as f:                 md = pq.ParquetFile(f).metadata"
dask/dask,dask/dataframe/io/csv.py,488,get_fs_token_paths,NOT_EXPLICIT,False,None,None,read_pandas,https://github.com/dask/dask/blob/main/dask/dataframe/io/csv.py#L488,"        # Translate the input urlpath to a simple path list         paths = get_fs_token_paths(urlpath, mode=""rb"", storage_options=storage_options)[             2"
dask/dask,dask/dataframe/io/csv.py,497,infer_compression,NOT_EXPLICIT,False,None,None,read_pandas,https://github.com/dask/dask/blob/main/dask/dataframe/io/csv.py#L497,        # Infer compression from first path         compression = infer_compression(paths[0]) 
dask/dask,dask/dataframe/io/csv.py,911,open_file,NOT_EXPLICIT,False,None,None,to_csv,https://github.com/dask/dask/blob/main/dask/dataframe/io/csv.py#L911,"    if single_file:         first_file = open_file(filename, mode=mode, **file_options)         value = to_csv_chunk(dfs[0], first_file, **kwargs)"
dask/dask,dask/dataframe/io/csv.py,915,open_file,NOT_EXPLICIT,False,None,None,to_csv,https://github.com/dask/dask/blob/main/dask/dataframe/io/csv.py#L915,"        append_mode = append_mode.replace(""w"", """").replace(""x"", """")         append_file = open_file(filename, mode=append_mode, **file_options)         kwargs[""header""] = False"
dask/dask,dask/dataframe/io/csv.py,922,open_files,NOT_EXPLICIT,False,None,None,to_csv,https://github.com/dask/dask/blob/main/dask/dataframe/io/csv.py#L922,"    else:         files = open_files(             filename,             mode=mode,             name_function=name_function,             num=df.npartitions,             **file_options,         )         values = [to_csv_chunk(dfs[0], files[0], **kwargs)]"
dask/dask,dask/dataframe/io/hdf.py,147,stringify_path,NOT_EXPLICIT,False,None,None,to_hdf,https://github.com/dask/dask/blob/main/dask/dataframe/io/hdf.py#L147,     path = stringify_path(path) 
dask/dask,dask/dataframe/io/hdf.py,176,build_name_function,NOT_EXPLICIT,False,None,None,to_hdf,https://github.com/dask/dask/blob/main/dask/dataframe/io/hdf.py#L176,    if name_function is None:         name_function = build_name_function(df.npartitions - 1) 
dask/dask,dask/dataframe/io/hdf.py,381,stringify_path,NOT_EXPLICIT,False,None,None,read_hdf,https://github.com/dask/dask/blob/main/dask/dataframe/io/hdf.py#L381,    # Convert path-like objects to a string     pattern = stringify_path(pattern) 
dask/dask,dask/dataframe/io/json.py,78,open_files,NOT_EXPLICIT,False,None,None,to_json,https://github.com/dask/dask/blob/main/dask/dataframe/io/json.py#L78,"    kwargs[""lines""] = lines and orient == ""records""     outfiles = open_files(         url_path,         ""wt"",         encoding=encoding,         errors=errors,         name_function=name_function,         num=df.npartitions,         compression=compression,         **(storage_options or {}),     )     parts = ["
dask/dask,dask/dataframe/io/json.py,268,open_files,NOT_EXPLICIT,False,None,None,read_json,https://github.com/dask/dask/blob/main/dask/dataframe/io/json.py#L268,"    else:         files = open_files(             url_path,             ""rt"",             encoding=encoding,             errors=errors,             compression=compression,             **storage_options,         )         path_dtype = pd.CategoricalDtype(path_converter(f.path) for f in files)"
dask/dask,dask/dataframe/io/orc/arrow.py,23,fs.isfile,NOT_EXPLICIT,False,None,ArrowORCEngine,read_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L23,        # TODO: Handle hive-partitioned data         if len(paths) == 1 and not fs.isfile(paths[0]):             paths = fs.find(paths[0])
dask/dask,dask/dataframe/io/orc/arrow.py,24,fs.find,NOT_EXPLICIT,False,None,ArrowORCEngine,read_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L24,        if len(paths) == 1 and not fs.isfile(paths[0]):             paths = fs.find(paths[0]) 
dask/dask,dask/dataframe/io/orc/arrow.py,39,fs.open,NOT_EXPLICIT,False,None,ArrowORCEngine,read_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L39,"            for path in paths:                 with fs.open(path, ""rb"") as f:                     o = orc.ORCFile(f)"
dask/dask,dask/dataframe/io/orc/arrow.py,60,fs.open,NOT_EXPLICIT,False,None,ArrowORCEngine,read_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L60,"                if schema is None:                     with fs.open(paths[0], ""rb"") as f:                         o = orc.ORCFile(f)"
dask/dask,dask/dataframe/io/orc/arrow.py,111,fs.open,NOT_EXPLICIT,False,None,ArrowORCEngine,write_partition,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L111,"        table = pa.Table.from_pandas(df)         with fs.open(fs.sep.join([path, filename]), ""wb"") as f:             orc.write_table(table, f)"
dask/dask,dask/dataframe/io/orc/arrow.py,122,fs.open,NOT_EXPLICIT,False,None,None,_read_orc_stripes,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/arrow.py#L122,"    batches = []     with fs.open(path, ""rb"") as f:         o = orc.ORCFile(f)"
dask/dask,dask/dataframe/io/orc/core.py,81,get_fs_token_paths,NOT_EXPLICIT,False,None,None,read_orc,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/core.py#L81,"    storage_options = storage_options or {}     fs, fs_token, paths = get_fs_token_paths(         path, mode=""rb"", storage_options=storage_options     ) "
dask/dask,dask/dataframe/io/orc/core.py,174,stringify_path,NOT_EXPLICIT,False,None,None,to_orc,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/core.py#L174,"    if hasattr(path, ""name""):         path = stringify_path(path)     fs, _, _ = get_fs_token_paths(path, mode=""wb"", storage_options=storage_options)"
dask/dask,dask/dataframe/io/orc/core.py,175,get_fs_token_paths,NOT_EXPLICIT,False,None,None,to_orc,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/core.py#L175,"        path = stringify_path(path)     fs, _, _ = get_fs_token_paths(path, mode=""wb"", storage_options=storage_options)     # Trim any protocol information from the path before forwarding"
dask/dask,dask/dataframe/io/orc/core.py,177,fs._strip_protocol,NOT_EXPLICIT,False,None,None,to_orc,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/core.py#L177,    # Trim any protocol information from the path before forwarding     path = fs._strip_protocol(path) 
dask/dask,dask/dataframe/io/orc/core.py,184,fs.mkdirs,NOT_EXPLICIT,False,None,None,to_orc,https://github.com/dask/dask/blob/main/dask/dataframe/io/orc/core.py#L184,"    # Use df.npartitions to define file-name list     fs.mkdirs(path, exist_ok=True)     filenames = [f""part.{i}.orc"" for i in range(df.npartitions)]"
dask/dask,dask/dataframe/io/parquet/arrow.py,112,fs.mkdirs,NOT_EXPLICIT,False,None,None,_write_partitioned,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L112,"    """"""     fs.mkdirs(root_path, exist_ok=True) "
dask/dask,dask/dataframe/io/parquet/arrow.py,148,fs.mkdirs,NOT_EXPLICIT,False,None,None,_write_partitioned,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L148,"        prefix = fs.sep.join([root_path, subdir])         fs.mkdirs(prefix, exist_ok=True)         full_path = fs.sep.join([prefix, filename])"
dask/dask,dask/dataframe/io/parquet/arrow.py,150,fs.open,NOT_EXPLICIT,False,None,None,_write_partitioned,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L150,"        full_path = fs.sep.join([prefix, filename])         with fs.open(full_path, ""wb"") as f:             pq.write_table("
dask/dask,dask/dataframe/io/parquet/arrow.py,470,stringify_path,NOT_EXPLICIT,False,None,ArrowDatasetEngine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L470,"                    raise ValueError(""empty urlpath sequence"")                 urlpath = [stringify_path(u) for u in urlpath]             else:"
dask/dask,dask/dataframe/io/parquet/arrow.py,472,stringify_path,NOT_EXPLICIT,False,None,ArrowDatasetEngine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L472,            else:                 urlpath = [stringify_path(urlpath)] 
dask/dask,dask/dataframe/io/parquet/arrow.py,483,ArrowFSWrapper,NOT_EXPLICIT,False,None,ArrowDatasetEngine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L483,"             fsspec_fs = ArrowFSWrapper(fs)             if urlpath[0].startswith(""C:"") and isinstance(fs, pa_fs.LocalFileSystem):"
dask/dask,dask/dataframe/io/parquet/arrow.py,489,LocalFileSystem,NOT_EXPLICIT,False,None,ArrowDatasetEngine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L489,                 fs_strip = LocalFileSystem()             else:
dask/dask,dask/dataframe/io/parquet/arrow.py,492,expand_paths_if_needed,NOT_EXPLICIT,False,None,ArrowDatasetEngine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L492,"                fs_strip = fsspec_fs             paths = expand_paths_if_needed(urlpath, ""rb"", 1, fsspec_fs, None)             return ("
dask/dask,dask/dataframe/io/parquet/arrow.py,670,fs.mkdirs,NOT_EXPLICIT,False,None,ArrowDatasetEngine,initialize_write,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L670,"        # Check that target directory exists         fs.mkdirs(path, exist_ok=True)         if append and division_info is None:"
dask/dask,dask/dataframe/io/parquet/arrow.py,684,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,initialize_write,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L684,"                try:                     with fs.open(fs.sep.join([path, ""_metadata""]), mode=""rb"") as fil:                         full_metadata = pq.read_metadata(fil)"
dask/dask,dask/dataframe/io/parquet/arrow.py,690,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,initialize_write,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L690,"                    try:                         with fs.open(                             sorted(ds.files, key=natural_sort_key)[-1], mode=""rb""                         ) as fil:                             tail_metadata = pq.read_metadata(fil)"
dask/dask,dask/dataframe/io/parquet/arrow.py,851,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,write_partition,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L851,"            md_list = []             with fs.open(fs.sep.join([path, filename]), ""wb"") as fil:                 pq.write_table("
dask/dask,dask/dataframe/io/parquet/arrow.py,882,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,write_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L882,"                kwargs_meta = {k: v for k, v in kwargs.items() if k in keywords}                 with fs.open(common_metadata_path, ""wb"") as fil:                     pq.write_metadata(schema, fil, **kwargs_meta)"
dask/dask,dask/dataframe/io/parquet/arrow.py,895,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,write_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L895,"                _append_row_groups(_meta, parts[i][0][""meta""])             with fs.open(metadata_path, ""wb"") as fil:                 _meta.write_metadata_file(fil)"
dask/dask,dask/dataframe/io/parquet/arrow.py,940,fs.isdir,NOT_EXPLICIT,False,None,ArrowDatasetEngine,_collect_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L940,        has_metadata_file = False         if len(paths) == 1 and fs.isdir(paths[0]):             # Use _analyze_paths to avoid relative-path
dask/dask,dask/dataframe/io/parquet/arrow.py,947,fs.exists,NOT_EXPLICIT,False,None,ArrowDatasetEngine,_collect_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L947,"            meta_path = fs.sep.join([paths, ""_metadata""])             if not ignore_metadata_file and fs.exists(meta_path):                 # Use _metadata file"
dask/dask,dask/dataframe/io/parquet/arrow.py,961,fs.find,NOT_EXPLICIT,False,None,ArrowDatasetEngine,_collect_dataset_info,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L961,                    path                     for path in fs.find(paths)                     if path.endswith(parquet_file_extension)
dask/dask,dask/dataframe/io/parquet/arrow.py,1820,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,collect_file_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L1820,"    def collect_file_metadata(cls, path, fs, file_path):         with fs.open(path, ""rb"") as f:             meta = pq.ParquetFile(f).metadata"
dask/dask,dask/dataframe/io/parquet/arrow.py,1836,fs.open,NOT_EXPLICIT,False,None,ArrowDatasetEngine,aggregate_metadata,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/arrow.py#L1836,"            metadata_path = fs.sep.join([out_path, ""_metadata""])             with fs.open(metadata_path, ""wb"") as fil:                 if not meta:"
dask/dask,dask/dataframe/io/parquet/core.py,289,get_fs_token_paths,NOT_EXPLICIT,False,None,None,create_metadata_file,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/core.py#L289,"        # already defined. The prefixes may already be stripped.         fs, _, paths = get_fs_token_paths(             paths, mode=""rb"", storage_options=storage_options         )     ap_kwargs = {""root"": root_dir} if root_dir else {}"
dask/dask,dask/dataframe/io/parquet/utils.py,72,get_fs_token_paths,NOT_EXPLICIT,False,None,Engine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/utils.py#L72,"            # Use fsspec to infer a filesystem by default             fs, _, paths = get_fs_token_paths(                 urlpath, mode=""rb"", storage_options=storage_options             )             return fs, paths, dataset_options, open_file_options"
dask/dask,dask/dataframe/io/parquet/utils.py,95,stringify_path,NOT_EXPLICIT,False,None,Engine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/utils.py#L95,"                    raise ValueError(""empty urlpath sequence"")                 urlpath = [stringify_path(u) for u in urlpath]             else:"
dask/dask,dask/dataframe/io/parquet/utils.py,97,stringify_path,NOT_EXPLICIT,False,None,Engine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/utils.py#L97,            else:                 urlpath = [stringify_path(urlpath)] 
dask/dask,dask/dataframe/io/parquet/utils.py,99,expand_paths_if_needed,NOT_EXPLICIT,False,None,Engine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/utils.py#L99,"             paths = expand_paths_if_needed(urlpath, ""rb"", 1, fs, None)             return ("
dask/dask,dask/dataframe/io/parquet/utils.py,102,fs._strip_protocol,NOT_EXPLICIT,False,None,Engine,extract_filesystem,https://github.com/dask/dask/blob/main/dask/dataframe/io/parquet/utils.py#L102,"                fs,                 [fs._strip_protocol(u) for u in paths],                 dataset_options,"
dask/dask,dask/dataframe/io/utils.py,210,fsspec_parquet.open_parquet_file,parts,True,None,None,_open_input_files,https://github.com/dask/dask/blob/main/dask/dataframe/io/utils.py#L210,"            _set_context(                 fsspec_parquet.open_parquet_file(                     path,                     fs=fs,                     row_groups=rgs,                     **kwargs,                 ),                 context_stack,"
dask/dask,dask/dataframe/io/utils.py,221,fs.open,parts,True,None,None,_open_input_files,https://github.com/dask/dask/blob/main/dask/dataframe/io/utils.py#L221,"    elif fs is not None:         return [_set_context(fs.open(path, **kwargs), context_stack) for path in paths]     return [_set_context(open(path, **kwargs), context_stack) for path in paths]"
intake/intake,intake/catalog/base.py,341,open_files,NOT_EXPLICIT,False,None,Catalog,save,https://github.com/intake/intake/blob/master/intake/catalog/base.py#L341,"         with open_files([url], **(storage_options or {}), mode=""wt"")[0] as f:             f.write(self.serialize())"
intake/intake,intake/catalog/local.py,575,split_protocol,NOT_EXPLICIT,False,None,None,get_dir,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L575,"    if ""://"" in path:         protocol, _ = split_protocol(path)         out = get_filesystem_class(protocol)._parent(path)"
intake/intake,intake/catalog/local.py,576,get_filesystem_class,NOT_EXPLICIT,False,None,None,get_dir,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L576,"        protocol, _ = split_protocol(path)         out = get_filesystem_class(protocol)._parent(path)         if ""://"" not in out:"
intake/intake,intake/catalog/local.py,639,open_files,NOT_EXPLICIT,False,None,YAMLFileCatalog,_load,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L639,"            elif self.filesystem is None:                 file_open = open_files(self.path, mode=""rb"", **options)                 assert len(file_open) == 1"
intake/intake,intake/catalog/local.py,644,self.filesystem.open,NOT_EXPLICIT,False,None,YAMLFileCatalog,_load,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L644,"            else:                 file_open = self.filesystem.open(self.path, mode=""rb"")             self._dir = get_dir(self.path)"
intake/intake,intake/catalog/local.py,690,open_files,NOT_EXPLICIT,False,None,YAMLFileCatalog,add,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L690,"            options = self.storage_options or {}             file_open = open_files([self.path], mode=""wt"", **options)         else:"
intake/intake,intake/catalog/local.py,693,open_files,NOT_EXPLICIT,False,None,YAMLFileCatalog,add,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L693,"            options = storage_options or {}             file_open = open_files([path], mode=""wt"", **options)         assert len(file_open) == 1"
intake/intake,intake/catalog/local.py,805,open_files,NOT_EXPLICIT,False,None,YAMLFilesCatalog,_load,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L805,"        if isinstance(self.path, (list, tuple)):             files = sum([open_files(p, mode=""rb"", **options) for p in self.path], [])             self.name = self.name or ""%i files"" % len(files)"
intake/intake,intake/catalog/local.py,812,open_files,NOT_EXPLICIT,False,None,YAMLFilesCatalog,_load,https://github.com/intake/intake/blob/master/intake/catalog/local.py#L812,"                self.path = self.path + ""/*""             files = open_files(self.path, mode=""rb"", **options)             self.path = make_path_posix(self.path)"
intake/intake,intake/catalog/zarr.py,63,get_mapper,NOT_EXPLICIT,False,None,ZarrGroupCatalog,_load,https://github.com/intake/intake/blob/master/intake/catalog/zarr.py#L63,"                     store = get_mapper(self._urlpath, **self._storage_options)                 else:"
intake/intake,intake/config.py,26,make_path_posix,NOT_EXPLICIT,False,None,None,global,https://github.com/intake/intake/blob/master/intake/config.py#L26," confdir = make_path_posix(os.getenv(""INTAKE_CONF_DIR"", os.path.join(expanduser(""~""), "".intake""))) "
intake/intake,intake/config.py,44,make_path_posix,NOT_EXPLICIT,False,None,None,cfile,https://github.com/intake/intake/blob/master/intake/config.py#L44,"def cfile():     return make_path_posix(os.getenv(""INTAKE_CONF_FILE"", posixpath.join(confdir, ""conf.yaml""))) "
intake/intake,intake/conftest.py,42,make_path_posix,NOT_EXPLICIT,False,None,None,tmp_config_path,https://github.com/intake/intake/blob/master/intake/conftest.py#L42,"    original = os.getenv(key)     temp_config_path = make_path_posix(os.path.join(tmp_path, ""test_config.yml""))     os.environ[key] = temp_config_path"
intake/intake,intake/interface/catalog/add.py,55,fsspec.filesystem,NOT_EXPLICIT,False,None,FileSelector,__init__,https://github.com/intake/intake/blob/master/intake/interface/catalog/add.py#L55,"        self.done_callback = done_callback         self.fs = fsspec.filesystem(""file"")         super().__init__(**kwargs)"
